X,Y,Z,C
166.823,-168.25,3429.8,0
166.823,-168.25,3430,0
166.823,-168.25,3430.2,0
166.823,-168.25,3430.4,0
166.823,-168.25,3430.6,0
166.823,-168.25,3430.8,0
166.823,-168.25,3431,0
166.823,-168.25,3431.2,0
166.823,-168.25,3431.4,0
166.823,-168.25,3431.6,0
166.823,-168.25,3431.8,0
166.823,-168.25,3432,0
166.823,-168.25,3432.2,0
166.823,-168.25,3432.4,0
166.823,-168.25,3432.6,0
166.823,-168.25,3432.8,0
166.823,-168.25,3433,0
166.823,-168.25,3433.2,0
166.823,-168.25,3433.4,0
166.823,-168.25,3433.6,0
166.823,-168.25,3433.8,0
166.823,-168.25,3434,0
166.823,-168.25,3434.2,0
166.823,-168.25,3434.4,0
166.823,-168.25,3434.6,0
166.823,-168.25,3434.8,0
166.823,-168.25,3435,0
166.823,-168.25,3435.2,0
166.823,-168.25,3435.4,0
166.823,-168.25,3435.6,0
166.823,-168.25,3435.8,0
166.823,-168.25,3436,0
166.823,-168.25,3436.2,0
166.823,-168.25,3436.4,0
166.823,-168.25,3436.6,0
166.823,-168.25,3436.8,0
166.823,-168.25,3437,0
166.823,-168.25,3437.2,0
166.823,-168.25,3437.4,0
166.823,-168.25,3437.6,0
166.823,-168.25,3437.8,0
166.823,-168.25,3438,0
166.823,-168.25,3438.2,0
166.823,-168.25,3438.4,0
166.823,-168.25,3438.6,0
166.823,-168.25,3438.8,0
166.823,-168.25,3439,0
166.823,-168.25,3439.2,0
166.823,-168.25,3439.4,0
166.823,-168.25,3439.6,0
166.823,-168.25,3439.8,0
166.823,-168.25,3440,0
166.823,-168.25,3440.2,0
166.823,-168.25,3440.4,0
166.823,-168.25,3440.6,0
166.823,-168.25,3440.8,0
166.823,-168.25,3441,0
166.823,-168.25,3441.2,0
166.823,-168.25,3441.4,0
166.823,-168.25,3441.6,0
166.823,-168.25,3441.8,0
166.823,-168.25,3442,0
166.823,-168.25,3442.2,0
166.823,-168.25,3442.4,0
166.823,-168.25,3442.6,0
166.823,-168.25,3442.8,0
166.823,-168.25,3443,0
166.823,-168.25,3443.2,0
166.823,-168.25,3443.4,0
166.823,-168.25,3443.6,0
166.823,-168.25,3443.8,0
166.823,-168.25,3444,0
166.823,-168.25,3444.2,0
166.823,-168.25,3444.4,0
166.823,-168.25,3444.6,0
166.823,-168.25,3444.8,0
166.823,-168.25,3445,0
166.823,-168.25,3445.2,0
166.823,-168.25,3445.4,0
166.823,-168.25,3445.6,0
166.823,-168.25,3445.8,0
166.823,-168.25,3446,0
166.823,-168.25,3446.2,0
166.823,-168.25,3446.4,0
166.823,-168.25,3446.6,0
166.823,-168.25,3446.8,0
166.823,-168.25,3447,0
166.823,-168.25,3447.2,0
166.823,-168.25,3447.4,0
166.823,-168.25,3447.6,0
166.823,-168.25,3447.8,0
166.823,-168.25,3448,0
166.823,-168.25,3448.2,0
166.823,-168.25,3448.4,0
166.823,-168.25,3448.6,0
166.823,-168.25,3448.8,0
166.823,-168.25,3449,0
166.823,-168.25,3449.2,0
166.823,-168.25,3449.4,0
166.823,-168.25,3449.6,0
166.823,-168.25,3449.8,0
166.823,-168.25,3450,0
166.823,-168.25,3450.2,0
166.823,-168.25,3450.4,0
166.823,-168.25,3450.6,0
166.823,-168.25,3450.8,0
166.823,-168.25,3451,0
166.823,-168.25,3451.2,0
166.823,-168.25,3451.4,0
166.823,-168.25,3451.6,0
166.823,-168.25,3451.8,0
166.823,-168.25,3452,0
166.823,-168.25,3452.2,0
166.823,-168.25,3452.4,0
166.823,-168.25,3452.6,0
166.823,-168.25,3452.8,0
166.823,-168.25,3453,0
166.823,-168.25,3453.2,0
166.823,-168.25,3453.4,0
166.823,-168.25,3453.6,0
166.823,-168.25,3453.8,0
166.823,-168.25,3454,0
166.823,-168.25,3454.2,0
166.823,-168.25,3454.4,0
166.823,-168.25,3454.6,0
166.823,-168.25,3454.8,0
166.823,-168.25,3455,0
166.823,-168.25,3455.2,0
166.823,-168.25,3455.4,0
166.823,-168.25,3455.6,0
166.823,-168.25,3455.8,0
166.823,-168.25,3456,0
166.823,-168.25,3456.2,0
166.823,-168.25,3456.4,0
166.823,-168.25,3456.6,0
166.823,-168.25,3456.8,0
166.823,-168.25,3457,0
166.823,-168.25,3457.2,0
166.823,-168.25,3457.4,0
166.823,-168.25,3457.6,0
166.823,-168.25,3457.8,0
166.823,-168.25,3458,0
166.823,-168.25,3458.2,0
166.823,-168.25,3458.4,0
166.823,-168.25,3458.6,0
166.823,-168.25,3458.8,0
166.823,-168.25,3459,0
166.823,-168.25,3459.2,0
166.823,-168.25,3459.4,0
166.823,-168.25,3459.6,0
166.823,-168.25,3459.8,0
166.823,-168.25,3460,0
166.823,-168.25,3460.2,0
166.823,-168.25,3460.4,0
166.823,-168.25,3460.6,0
166.823,-168.25,3460.8,0
166.823,-168.25,3461,0
166.823,-168.25,3461.2,0
166.823,-168.25,3461.4,0
166.823,-168.25,3461.6,0
166.823,-168.25,3461.8,0
166.823,-168.25,3462,0
166.823,-168.25,3462.2,0
166.823,-168.25,3462.4,0
166.823,-168.25,3462.6,0
166.823,-168.25,3462.8,0
166.823,-168.25,3463,0
166.823,-168.25,3463.2,0
166.823,-168.25,3463.4,0
166.823,-168.25,3463.6,0
166.823,-168.25,3463.8,0
166.823,-168.25,3464,0
166.823,-168.25,3464.2,0
166.823,-168.25,3464.4,0
166.823,-168.25,3464.6,0
166.823,-168.25,3464.8,0
166.823,-168.25,3465,0
166.823,-168.25,3465.2,0
166.823,-168.25,3465.4,0
166.823,-168.25,3465.6,0
166.823,-168.25,3465.8,0
166.823,-168.25,3466,0
166.823,-168.25,3466.2,0
166.823,-168.25,3466.4,0
166.823,-168.25,3466.6,0
166.823,-168.25,3466.8,0
166.823,-168.25,3467,0
166.823,-168.25,3467.2,0
166.823,-168.25,3467.4,0
166.823,-168.25,3467.6,0
166.823,-168.25,3467.8,0
166.823,-168.25,3468,0
166.823,-168.25,3468.2,0
166.823,-168.25,3468.4,0
166.823,-168.25,3468.6,0
166.823,-168.25,3468.8,0
166.823,-168.25,3469,0
166.823,-168.25,3469.2,0
166.823,-168.25,3469.4,0
166.823,-168.25,3469.6,0
166.823,-168.25,3469.8,0
166.823,-168.25,3470,0
166.823,-168.25,3470.2,0
166.823,-168.25,3470.4,0
166.823,-168.25,3470.6,0
166.823,-168.25,3470.8,0
166.823,-168.25,3471,0
166.823,-168.25,3471.2,0
166.823,-168.25,3471.4,0
166.823,-168.25,3471.6,0
166.823,-168.25,3471.8,0
166.823,-168.25,3472,0
166.823,-168.25,3472.2,0
166.823,-168.25,3472.4,0
166.823,-168.25,3472.6,0
166.823,-168.25,3472.8,0
166.823,-168.25,3473,0
166.823,-168.25,3473.2,0
166.823,-168.25,3473.4,0
166.823,-168.25,3473.6,0
166.823,-168.25,3473.8,0
166.823,-168.25,3474,0
166.823,-168.25,3474.2,0
166.823,-168.25,3474.4,0
166.823,-168.25,3474.6,0
166.823,-168.25,3474.8,0
166.823,-168.25,3475,0
166.823,-168.25,3475.2,0
166.823,-168.25,3475.4,0
166.823,-168.25,3475.6,0
166.823,-168.25,3475.8,0
166.823,-168.25,3476,0
166.823,-168.25,3476.2,0
166.823,-168.25,3476.4,0
166.823,-168.25,3476.6,0
166.823,-168.25,3476.8,0
166.823,-168.25,3477,0
166.823,-168.25,3477.2,0
166.823,-168.25,3477.4,0
166.823,-168.25,3477.6,0
166.823,-168.25,3477.8,0
166.823,-168.25,3478,0
166.823,-168.25,3478.2,0
166.823,-168.25,3478.4,0
166.823,-168.25,3478.6,0
166.823,-168.25,3478.8,0
166.823,-168.25,3479,0
166.823,-168.25,3479.2,0
166.823,-168.25,3479.4,0
166.823,-168.25,3479.6,0
166.823,-168.25,3479.8,0
166.823,-168.25,3480,0
166.823,-168.25,3480.2,0
166.823,-168.25,3480.4,0
166.823,-168.25,3480.6,0
166.823,-168.25,3480.8,0
166.823,-168.25,3481,0
166.823,-168.25,3481.2,0
166.823,-168.25,3481.4,0
166.823,-168.25,3481.6,0
166.823,-168.25,3481.8,0
166.823,-168.25,3482,0
166.823,-168.25,3482.2,0
166.823,-168.25,3482.4,0
166.823,-168.25,3482.6,0
166.823,-168.25,3482.8,0
166.823,-168.25,3483,0
166.823,-168.25,3483.2,0
166.823,-168.25,3483.4,0
166.823,-168.25,3483.6,0
166.823,-168.25,3483.8,0
166.823,-168.25,3484,0
166.823,-168.25,3484.2,0
166.823,-168.25,3484.4,0
166.823,-168.25,3484.6,0
166.823,-168.25,3484.8,0
166.823,-168.25,3485,0
166.823,-168.25,3485.2,0
166.823,-168.25,3485.4,0
166.823,-168.25,3485.6,0
166.823,-168.25,3485.8,0
166.823,-168.25,3486,0
166.823,-168.25,3486.2,0
166.823,-168.25,3486.4,0
166.823,-168.25,3486.6,0
166.823,-168.25,3486.8,0
166.823,-168.25,3487,0
166.823,-168.25,3487.2,0
166.823,-168.25,3487.4,0
166.823,-168.25,3487.6,0
166.823,-168.25,3487.8,0
166.823,-168.25,3488,0
166.823,-168.25,3488.2,0
166.823,-168.25,3488.4,0
166.823,-168.25,3488.6,0
166.823,-168.25,3488.8,0
166.823,-168.25,3489,0
166.823,-168.25,3489.2,0
166.823,-168.25,3489.4,0
166.823,-168.25,3489.6,0
166.823,-168.25,3489.8,0
166.823,-168.25,3490,0
166.823,-168.25,3490.2,0
166.823,-168.25,3490.4,0
166.823,-168.25,3490.6,0
166.823,-168.25,3490.8,0
166.823,-168.25,3491,0
166.823,-168.25,3491.2,0
166.823,-168.25,3491.4,0
166.823,-168.25,3491.6,0
166.823,-168.25,3491.8,0
166.823,-168.25,3492,0
166.823,-168.25,3492.2,0
166.823,-168.25,3492.4,0
166.823,-168.25,3492.6,0
166.823,-168.25,3492.8,0
166.823,-168.25,3493,0
166.823,-168.25,3493.2,0
166.823,-168.25,3493.4,0
166.823,-168.25,3493.6,0
166.823,-168.25,3493.8,0
166.823,-168.25,3494,0
166.823,-168.25,3494.2,0
166.823,-168.25,3494.4,0
166.823,-168.25,3494.6,0
166.823,-168.25,3494.8,0
166.823,-168.25,3495,0
166.823,-168.25,3495.2,0
166.823,-168.25,3495.4,0
166.823,-168.25,3495.6,0
166.823,-168.25,3495.8,0
166.823,-168.25,3496,0
166.823,-168.25,3496.2,0
166.823,-168.25,3496.4,0
166.823,-168.25,3496.6,0
166.823,-168.25,3496.8,0
166.823,-168.25,3497,0
166.823,-168.25,3497.2,0
166.823,-168.25,3497.4,0
166.823,-168.25,3497.6,0
166.823,-168.25,3497.8,0
166.823,-168.25,3498,0
166.823,-168.25,3498.2,0
166.823,-168.25,3498.4,0
166.823,-168.25,3498.6,0
166.823,-168.25,3498.8,0
166.823,-168.25,3499,0
166.823,-168.25,3499.2,0
166.823,-168.25,3499.4,0
166.823,-168.25,3499.6,0
166.823,-168.25,3499.8,0
166.823,-168.25,3500,0
166.823,-168.25,3500.2,0
166.823,-168.25,3500.4,0
166.823,-168.25,3500.6,0
166.823,-168.25,3500.8,0
166.823,-168.25,3501,0
166.823,-168.25,3500.8,0Top
166.823,-168.25,3500.6,0
166.823,-168.25,3500.4,0
166.823,-168.25,3500.2,0
166.823,-168.25,3500,0
166.823,-168.25,3499.8,0
166.823,-168.25,3499.6,0
166.823,-168.25,3499.4,0
166.823,-168.25,3499.2,0
166.823,-168.25,3499,0
166.823,-168.25,3498.8,0
166.823,-168.25,3498.6,0
166.823,-168.25,3498.4,0
166.823,-168.25,3498.2,0
166.823,-168.25,3498,0
166.823,-168.25,3497.8,0
166.823,-168.25,3497.6,0
166.823,-168.25,3497.4,0
166.823,-168.25,3497.2,0
166.823,-168.25,3497,0
166.823,-168.25,3496.8,0
166.823,-168.25,3496.6,0
166.823,-168.25,3496.4,0
166.823,-168.25,3496.2,0
166.823,-168.25,3496,0
166.823,-168.25,3495.8,0
166.823,-168.25,3495.6,0
166.823,-168.25,3495.4,0
166.823,-168.25,3495.2,0
166.823,-168.25,3495,0
166.823,-168.25,3494.8,0
166.823,-168.25,3494.6,0
166.823,-168.25,3494.4,0
166.823,-168.25,3494.2,0
166.823,-168.25,3494,0
166.823,-168.25,3493.8,0
166.823,-168.25,3493.6,0
166.823,-168.25,3493.4,0
166.823,-168.25,3493.2,0
166.823,-168.25,3493,0
166.823,-168.25,3492.8,0
166.823,-168.25,3492.6,0
166.823,-168.25,3492.4,0
166.823,-168.25,3492.2,0
166.823,-168.25,3492,0
166.823,-168.25,3491.8,0
166.823,-168.25,3491.6,0
166.823,-168.25,3491.4,0
166.823,-168.25,3491.2,0
166.823,-168.25,3491,0
166.823,-168.25,3490.8,0
166.823,-168.25,3490.6,0
166.823,-168.25,3490.4,0
166.823,-168.25,3490.2,0
166.823,-168.25,3490,0
166.823,-168.25,3489.8,0
166.823,-168.25,3489.6,0
166.823,-168.25,3489.4,0
166.823,-168.25,3489.2,0
166.823,-168.25,3489,0
166.823,-168.25,3488.8,0
166.823,-168.25,3488.6,0
166.823,-168.25,3488.4,0
166.823,-168.25,3488.2,0
166.823,-168.25,3488,0
166.823,-168.25,3487.8,0
166.823,-168.25,3487.6,0
166.823,-168.25,3487.4,0
166.823,-168.25,3487.2,0
166.823,-168.25,3487,0
166.823,-168.25,3486.8,0
166.823,-168.25,3486.6,0
166.823,-168.25,3486.4,0
166.823,-168.25,3486.2,0
166.823,-168.25,3486,0
166.823,-168.25,3485.8,0
166.823,-168.25,3485.6,0
166.823,-168.25,3485.4,0
166.823,-168.25,3485.2,0
166.823,-168.25,3485,0
166.823,-168.25,3484.8,0
166.823,-168.25,3484.6,0
166.823,-168.25,3484.4,0
166.823,-168.25,3484.2,0
166.823,-168.25,3484,0
166.823,-168.25,3483.8,0
166.823,-168.25,3483.6,0
166.823,-168.25,3483.4,0
166.823,-168.25,3483.2,0
166.823,-168.25,3483,0
166.823,-168.25,3482.8,0
166.823,-168.25,3482.6,0
166.823,-168.25,3482.4,0
166.823,-168.25,3482.2,0
166.823,-168.25,3482,0
166.823,-168.25,3481.8,0
166.823,-168.25,3481.6,0
166.823,-168.25,3481.4,0
166.823,-168.25,3481.2,0
166.823,-168.25,3481,0
166.823,-168.25,3480.8,0
166.823,-168.25,3480.6,0
166.823,-168.25,3480.4,0
166.823,-168.25,3480.2,0
166.823,-168.25,3480,0
166.823,-168.25,3479.8,0
166.823,-168.25,3479.6,0
166.823,-168.25,3479.4,0
166.823,-168.25,3479.2,0
166.823,-168.25,3479,0
166.823,-168.25,3478.8,0
166.823,-168.25,3478.6,0
166.823,-168.25,3478.4,0
166.823,-168.25,3478.2,0
166.823,-168.25,3478,0
166.823,-168.25,3477.8,0
166.823,-168.25,3477.6,0
166.823,-168.25,3477.4,0
166.823,-168.25,3477.2,0
166.823,-168.25,3477,0
166.823,-168.25,3476.8,0
166.823,-168.25,3476.6,0
166.823,-168.25,3476.4,0
166.823,-168.25,3476.2,0
166.823,-168.25,3476,0
166.823,-168.25,3475.8,0
166.823,-168.25,3475.6,0
166.823,-168.25,3475.4,0
166.823,-168.25,3475.2,0
166.823,-168.25,3475,0
166.823,-168.25,3474.8,0
166.823,-168.25,3474.6,0
166.823,-168.25,3474.4,0
166.823,-168.25,3474.2,0
166.823,-168.25,3474,0
166.823,-168.25,3473.8,0
166.823,-168.25,3473.6,0
166.823,-168.25,3473.4,0
166.823,-168.25,3473.2,0
166.823,-168.25,3473,0
166.823,-168.25,3472.8,0
166.823,-168.25,3472.6,0
166.823,-168.25,3472.4,0
166.823,-168.25,3472.2,0
166.823,-168.25,3472,0
166.823,-168.25,3471.8,0
166.823,-168.25,3471.6,0
166.823,-168.25,3471.4,0
166.823,-168.25,3471.2,0
166.823,-168.25,3471,0
166.823,-168.25,3470.8,0
166.823,-168.25,3470.6,0
166.823,-168.25,3470.4,0
166.823,-168.25,3470.2,0
166.823,-168.25,3470,0
166.823,-168.25,3469.8,0
166.823,-168.25,3469.6,0
166.823,-168.25,3469.4,0
166.823,-168.25,3469.2,0
166.823,-168.25,3469,0
166.823,-168.25,3468.8,0
166.823,-168.25,3468.6,0
166.823,-168.25,3468.4,0
166.823,-168.25,3468.2,0
166.823,-168.25,3468,0
166.823,-168.25,3467.8,0
166.823,-168.25,3467.6,0
166.823,-168.25,3467.4,0
166.823,-168.25,3467.2,0
166.823,-168.25,3467,0
166.823,-168.25,3466.8,0
166.823,-168.25,3466.6,0
166.823,-168.25,3466.4,0
166.823,-168.25,3466.2,0
166.823,-168.25,3466,0
166.823,-168.25,3465.8,0
166.823,-168.25,3465.6,0
166.823,-168.25,3465.4,0
166.823,-168.25,3465.2,0
166.823,-168.25,3465,0
166.823,-168.25,3464.8,0
166.823,-168.25,3464.6,0
166.823,-168.25,3464.4,0
166.823,-168.25,3464.2,0
166.823,-168.25,3464,0
166.823,-168.25,3463.8,0
166.823,-168.25,3463.6,0
166.823,-168.25,3463.4,0
166.823,-168.25,3463.2,0
166.823,-168.25,3463,0
166.823,-168.25,3462.8,0
166.823,-168.25,3462.6,0
166.823,-168.25,3462.4,0
166.823,-168.25,3462.2,0
166.823,-168.25,3462,0
166.823,-168.25,3461.8,0
166.823,-168.25,3461.6,0
166.823,-168.25,3461.4,0
166.823,-168.25,3461.2,0
166.823,-168.25,3461,0
166.823,-168.25,3460.8,0
166.823,-168.25,3460.6,0
166.823,-168.25,3460.4,0
166.823,-168.25,3460.2,0
166.823,-168.25,3460,0
166.823,-168.25,3459.8,0
166.823,-168.25,3459.6,0
166.823,-168.25,3459.4,0
166.823,-168.25,3459.2,0
166.823,-168.25,3459,0
166.823,-168.25,3458.8,0
166.823,-168.25,3458.6,0
166.823,-168.25,3458.4,0
166.823,-168.25,3458.2,0
166.823,-168.25,3458,0
166.823,-168.25,3457.8,0
166.823,-168.25,3457.6,0
166.823,-168.25,3457.4,0
166.823,-168.25,3457.2,0
166.823,-168.25,3457,0
166.823,-168.25,3456.8,0
166.823,-168.25,3456.6,0
166.823,-168.25,3456.4,0
166.823,-168.25,3456.2,0
166.823,-168.25,3456,0
166.823,-168.25,3455.8,0
166.823,-168.25,3455.6,0
166.823,-168.25,3455.4,0
166.823,-168.25,3455.2,0
166.823,-168.25,3455,0
166.823,-168.25,3454.8,0
166.823,-168.25,3454.6,0
166.823,-168.25,3454.4,0
166.823,-168.25,3454.2,0
166.823,-168.25,3454,0
166.823,-168.25,3453.8,0
166.823,-168.25,3453.6,0
166.823,-168.25,3453.4,0
166.823,-168.25,3453.2,0
166.823,-168.25,3453,0
166.823,-168.25,3452.8,0
166.823,-168.25,3452.6,0
166.823,-168.25,3452.4,0
166.823,-168.25,3452.2,0
166.823,-168.25,3452,0
166.823,-168.25,3451.8,0
166.823,-168.25,3451.6,0
166.823,-168.25,3451.4,0
166.823,-168.25,3451.2,0
166.823,-168.25,3451,0
166.823,-168.25,3450.8,0
166.823,-168.25,3450.6,0
166.823,-168.25,3450.4,0
166.823,-168.25,3450.2,0
166.823,-168.25,3450,0
166.823,-168.25,3449.8,0
166.823,-168.25,3449.6,0
166.823,-168.25,3449.4,0
166.823,-168.25,3449.2,0
166.823,-168.25,3449,0
166.823,-168.25,3448.8,0
166.823,-168.25,3448.6,0
166.823,-168.25,3448.4,0
166.823,-168.25,3448.2,0
166.823,-168.25,3448,0
166.823,-168.25,3447.8,0
166.823,-168.25,3447.6,0
166.823,-168.25,3447.4,0
166.823,-168.25,3447.2,0
166.823,-168.25,3447,0
166.823,-168.25,3446.8,0
166.823,-168.25,3446.6,0
166.823,-168.25,3446.4,0
166.823,-168.25,3446.2,0
166.823,-168.25,3446,0
166.823,-168.25,3445.8,0
166.823,-168.25,3445.6,0
166.823,-168.25,3445.4,0
166.823,-168.25,3445.2,0
166.823,-168.25,3445,0
166.823,-168.25,3444.8,0
166.823,-168.25,3444.6,0
166.823,-168.25,3444.4,0
166.823,-168.25,3444.2,0
166.823,-168.25,3444,0
166.823,-168.25,3443.8,0
166.823,-168.25,3443.6,0
166.823,-168.25,3443.4,0
166.823,-168.25,3443.2,0
166.823,-168.25,3443,0
166.823,-168.25,3442.8,0
166.823,-168.25,3442.6,0
166.823,-168.25,3442.4,0
166.823,-168.25,3442.2,0
166.823,-168.25,3442,0
166.823,-168.25,3441.8,0
166.823,-168.25,3441.6,0
166.823,-168.25,3441.4,0
166.823,-168.25,3441.2,0
166.823,-168.25,3441,0
166.823,-168.25,3440.8,0
166.823,-168.25,3440.6,0
166.823,-168.25,3440.4,0
166.823,-168.25,3440.2,0
166.823,-168.25,3440,0
166.823,-168.25,3439.8,0
166.823,-168.25,3439.6,0
166.823,-168.25,3439.4,0
166.823,-168.25,3439.2,0
166.823,-168.25,3439,0
166.823,-168.25,3438.8,0
166.823,-168.25,3438.6,0
166.823,-168.25,3438.4,0
166.823,-168.25,3438.2,0
166.823,-168.25,3438,0
166.823,-168.25,3437.8,0
166.823,-168.25,3437.6,0
166.823,-168.25,3437.4,0
166.823,-168.25,3437.2,0
166.823,-168.25,3437,0
166.823,-168.25,3436.8,0
166.823,-168.25,3436.6,0
166.823,-168.25,3436.4,0
166.823,-168.25,3436.2,0
166.823,-168.25,3436,0
166.823,-168.25,3435.8,0
166.823,-168.25,3435.6,0
166.823,-168.25,3435.4,0
166.823,-168.25,3435.2,0
166.823,-168.25,3435,0
166.823,-168.25,3434.8,0
166.823,-168.25,3434.6,0
166.823,-168.25,3434.4,0
166.823,-168.25,3434.2,0
166.823,-168.25,3434,0
166.823,-168.25,3433.8,0
166.823,-168.25,3433.6,0
166.823,-168.25,3433.4,0
166.823,-168.25,3433.2,0
166.823,-168.25,3433,0
166.823,-168.25,3432.8,0
166.823,-168.25,3432.6,0
166.823,-168.25,3432.4,0
166.823,-168.25,3432.2,0
166.823,-168.25,3432,0
166.823,-168.25,3431.8,0
166.823,-168.25,3431.6,0
166.823,-168.25,3431.4,0
166.823,-168.25,3431.2,0
166.823,-168.25,3431,0
166.823,-168.25,3430.8,0
166.823,-168.25,3430.6,0
166.823,-168.25,3430.4,0
166.823,-168.25,3430.2,0
166.823,-168.25,3430,0
166.823,-168.25,3429.8,0
166.823,-168.25,3429.6,0
166.823,-168.25,3429.4,0
166.823,-168.25,3429.2,0
166.823,-168.25,3429,0
166.823,-168.25,3428.8,0
166.823,-168.25,3428.6,0
166.823,-168.25,3428.4,0
166.823,-168.25,3428.2,0
166.823,-168.25,3428,0
166.823,-168.25,3427.8,0
166.823,-168.25,3427.6,0
166.823,-168.25,3427.4,0
166.823,-168.25,3427.2,0
166.823,-168.25,3427,0
166.823,-168.25,3426.8,0
166.823,-168.25,3426.6,0
166.823,-168.25,3426.4,0
166.823,-168.25,3426.2,0
166.823,-168.25,3426,0
166.823,-168.25,3425.8,0
166.823,-168.25,3425.6,0
166.823,-168.25,3425.4,0
166.823,-168.25,3425.2,0
166.823,-168.25,3425,0
166.823,-168.25,3424.8,0
166.823,-168.25,3424.6,0
166.823,-168.25,3424.4,0
166.823,-168.25,3424.2,0
166.823,-168.25,3424,0
166.823,-168.25,3423.8,0
166.823,-168.25,3423.6,0
166.823,-168.25,3423.4,0
166.823,-168.25,3423.2,0
166.823,-168.25,3423,0
166.823,-168.25,3422.8,0
166.823,-168.25,3422.6,0
166.823,-168.25,3422.4,0
166.823,-168.25,3422.2,0
166.823,-168.25,3422,0
166.823,-168.25,3421.8,0
166.823,-168.25,3421.6,0
166.823,-168.25,3421.4,0
166.823,-168.25,3421.2,0
166.823,-168.25,3421,0
166.823,-168.25,3420.8,0
166.823,-168.25,3420.6,0
166.823,-168.25,3420.4,0
166.823,-168.25,3420.2,0
166.823,-168.25,3420,0
166.823,-168.25,3419.8,0
166.823,-168.25,3419.6,0
166.823,-168.25,3419.4,0
166.823,-168.25,3419.2,0
166.823,-168.25,3419,0
166.823,-168.25,3418.8,0
166.823,-168.25,3418.6,0
166.823,-168.25,3418.4,0
166.823,-168.25,3418.2,0
166.823,-168.25,3418,0
166.823,-168.25,3417.8,0
166.823,-168.25,3417.6,0
166.823,-168.25,3417.4,0
166.823,-168.25,3417.2,0
166.823,-168.25,3417,0
166.823,-168.25,3416.8,0
166.823,-168.25,3416.6,0
166.823,-168.25,3416.4,0
166.823,-168.25,3416.2,0
166.823,-168.25,3416,0
166.823,-168.25,3415.8,0
166.823,-168.25,3415.6,0
166.823,-168.25,3415.4,0
166.823,-168.25,3415.2,0
166.823,-168.25,3415,0
166.823,-168.25,3414.8,0
166.823,-168.25,3414.6,0
166.823,-168.25,3414.4,0
166.823,-168.25,3414.2,0
166.823,-168.25,3414,0
166.823,-168.25,3413.8,0
166.823,-168.25,3413.6,0
166.823,-168.25,3413.4,0
166.823,-168.25,3413.2,0
166.823,-168.25,3413,0
166.823,-168.25,3412.8,0
166.823,-168.25,3412.6,0
166.823,-168.25,3412.4,0
166.823,-168.25,3412.2,0
166.823,-168.25,3412,0
166.823,-168.25,3411.8,0
166.823,-168.25,3411.6,0
166.823,-168.25,3411.4,0
166.823,-168.25,3411.2,0
166.823,-168.25,3411,0
166.823,-168.25,3410.8,0
166.823,-168.25,3410.6,0
166.823,-168.25,3410.4,0
166.823,-168.25,3410.2,0
166.823,-168.25,3410,0
166.823,-168.25,3409.8,0
166.823,-168.25,3409.6,0
166.823,-168.25,3409.4,0
166.823,-168.25,3409.2,0
166.823,-168.25,3409,0
166.823,-168.25,3408.8,0
166.823,-168.25,3408.6,0
166.823,-168.25,3408.4,0
166.823,-168.25,3408.2,0
166.823,-168.25,3408,0
166.823,-168.25,3407.8,0
166.823,-168.25,3407.6,0
166.823,-168.25,3407.4,0
166.823,-168.25,3407.2,0
166.823,-168.25,3407,0
166.823,-168.25,3406.8,0
166.823,-168.25,3406.6,0
166.823,-168.25,3406.4,0
166.823,-168.25,3406.2,0
166.823,-168.25,3406,0
166.823,-168.25,3405.8,0
166.823,-168.25,3405.6,0
166.823,-168.25,3405.4,0
166.823,-168.25,3405.2,0
166.823,-168.25,3405,0
166.823,-168.25,3404.8,0
166.823,-168.25,3404.6,0
166.823,-168.25,3404.4,0
166.823,-168.25,3404.2,0
166.823,-168.25,3404,0
166.823,-168.25,3403.8,0
166.823,-168.25,3403.6,0
166.823,-168.25,3403.4,0
166.823,-168.25,3403.2,0
166.823,-168.25,3403,0
166.823,-168.25,3402.8,0
166.823,-168.25,3402.6,0
166.823,-168.25,3402.4,0
166.823,-168.25,3402.2,0
166.823,-168.25,3402,0
166.823,-168.25,3401.8,0
166.823,-168.25,3401.6,0
166.823,-168.25,3401.4,0
166.823,-168.25,3401.2,0
166.823,-168.25,3401,0
166.823,-168.25,3400.8,0
166.823,-168.25,3400.6,0
166.823,-168.25,3400.4,0
166.823,-168.25,3400.2,0
166.823,-168.25,3400,0
166.823,-168.25,3399.8,0
166.823,-168.25,3399.6,0
166.823,-168.25,3399.4,0
166.823,-168.25,3399.2,0
166.823,-168.25,3399,0
166.823,-168.25,3398.8,0
166.823,-168.25,3398.6,0
166.823,-168.25,3398.4,0
166.823,-168.25,3398.2,0
166.823,-168.25,3398,0
166.823,-168.25,3397.8,0
166.823,-168.25,3397.6,0
166.823,-168.25,3397.4,0
166.823,-168.25,3397.2,0
166.823,-168.25,3397,0
166.823,-168.25,3396.8,0
166.823,-168.25,3396.6,0
166.823,-168.25,3396.4,0
166.823,-168.25,3396.2,0
166.823,-168.25,3396,0
166.823,-168.25,3395.8,0
166.823,-168.25,3395.6,0
166.823,-168.25,3395.4,0
166.823,-168.25,3395.2,0
166.823,-168.25,3395,0
166.823,-168.25,3394.8,0
166.823,-168.25,3394.6,0
166.823,-168.25,3394.4,0
166.823,-168.25,3394.2,0
166.823,-168.25,3394,0
166.823,-168.25,3393.8,0
166.823,-168.25,3393.6,0
166.823,-168.25,3393.4,0
166.823,-168.25,3393.2,0
